,Video title,Video publish time,Comments added,Shares,Likes,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%),Engagement,year,month,day,dayofweek,subscribers_lag_1,subscribers_lag_2,subscribers_lag_3,subscribers_lag_4,subscribers_lag_5,subscribers_lag_6,subscribers_lag_7,views_lag_1,views_lag_2,views_lag_3,views_lag_4,views_lag_5,views_lag_6,views_lag_7,subscribers_rolling_mean_7,views_rolling_mean_7
95,The sky is beautiful today,2018-02-21,2,0,5,48,0.1592,0,709,3.95,7,2018.0,2.0,21.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,124.0,144.0,42.0,171.0,36.0,32.0,0.2857142857142857,88.42857142857143
96,(Green Screen) The Ghost of a Youtuber,2018-02-03,2,7,7,316,2.8398,1,18992,0.93,16,2018.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,48.0,54.0,124.0,144.0,42.0,171.0,36.0,0.42857142857142855,128.42857142857142
97,[ SFM Short ] Enter the Dark Void,2017-11-01,2,2,5,171,0.811,0,1029,4.76,9,2017.0,11.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,316.0,48.0,54.0,124.0,144.0,42.0,171.0,0.42857142857142855,128.42857142857142
98,[TF2] - When The Pyro Can M2 #shorts #tf2,2023-10-07,2,0,11,600,2.1035,3,197,1.02,13,2023.0,10.0,7.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,171.0,316.0,48.0,54.0,124.0,144.0,42.0,0.8571428571428571,208.14285714285714
99,NO MORE!! // Five Nights at Freddy's 4,2016-05-19,2,0,5,27,0.6445,0,105,0.0,7,2016.0,5.0,19.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,600.0,171.0,316.0,48.0,54.0,124.0,144.0,0.8571428571428571,191.42857142857142
100,Happy new year,2021-01-01,2,0,4,50,0.0388,0,686,4.37,6,2021.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,27.0,600.0,171.0,316.0,48.0,54.0,124.0,0.5714285714285714,180.85714285714286
101,Two Idiots Play Minecraft [Part 2],2020-09-07,2,0,4,46,1.1005,0,722,3.19,6,2020.0,9.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,50.0,27.0,600.0,171.0,316.0,48.0,54.0,0.5714285714285714,179.71428571428572
102,{TF2} The unlucky demoman,2016-08-18,2,0,1,19,0.0665,0,170,4.12,3,2016.0,8.0,18.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,46.0,50.0,27.0,600.0,171.0,316.0,48.0,0.5714285714285714,175.57142857142858
103,TF2 MEETS ROBOCRAFT - Gear Up #1 ( w/ ValdusEZ ),2016-06-05,1,0,4,40,0.5586,0,207,5.31,5,2016.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,19.0,46.0,50.0,27.0,600.0,171.0,316.0,0.42857142857142855,136.14285714285714
104,[TF2] - Hard Reads #shorts #tf2,2023-08-24,1,0,16,855,3.4768,2,449,2.0,17,2023.0,8.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,19.0,46.0,50.0,27.0,600.0,171.0,0.7142857142857143,233.85714285714286
105,Road to Godlike Episode 2,2016-06-30,1,0,3,21,0.3145,0,135,1.48,4,2016.0,6.0,30.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,855.0,40.0,19.0,46.0,50.0,27.0,600.0,0.2857142857142857,151.14285714285714
106,What happens when you mix memes with Jake Paul..,2017-06-29,1,0,3,103,0.9841,0,269,2.97,4,2017.0,6.0,29.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,855.0,40.0,19.0,46.0,50.0,27.0,0.2857142857142857,162.0
107,{ TF2 } Airshot clip,2016-12-08,1,0,1,18,0.0531,0,5,0.0,2,2016.0,12.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,103.0,21.0,855.0,40.0,19.0,46.0,50.0,0.2857142857142857,157.42857142857142
108,Just TF2 moments IV,2018-02-19,1,0,4,70,1.2909,1,611,2.78,5,2018.0,2.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,103.0,21.0,855.0,40.0,19.0,46.0,0.42857142857142855,160.85714285714286
109,[Speed Art] Reviving My First Channel Icon in Aseprite,2020-08-12,1,3,4,29,0.3458,0,960,1.67,8,2020.0,8.0,12.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,18.0,103.0,21.0,855.0,40.0,19.0,0.42857142857142855,162.28571428571428
110,{ TF2 } Lucksman In A Nutshell,2017-04-06,1,2,3,74,1.242,0,285,3.86,6,2017.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,29.0,70.0,18.0,103.0,21.0,855.0,40.0,0.42857142857142855,167.14285714285714
111,The Sumpter Beasts Had Enough | Genshin Impact #shorts #genshinimpact #funny,2023-06-12,1,1,29,732,1.5078,4,204,2.94,31,2023.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,74.0,29.0,70.0,18.0,103.0,21.0,855.0,0.7142857142857143,149.57142857142858
112,Youtube Rewind 2017 but every youtuber i hate is a cnt,2018-02-13,1,0,2,97,1.063,0,671,2.38,3,2018.0,2.0,13.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,732.0,74.0,29.0,70.0,18.0,103.0,21.0,0.7142857142857143,160.42857142857142
113,#DumbKingDoughnut #NeedforSpeed Just NFS Moments #1,2019-09-06,1,0,5,39,0.6407,0,1340,1.94,6,2019.0,9.0,6.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,97.0,732.0,74.0,29.0,70.0,18.0,103.0,0.7142857142857143,151.28571428571428
114,Meet the Sniper But He's in Genshin Impact #tf2 #genshin #shorts #genshinimpact,2024-01-10,1,1,8,155,0.564,0,834,3.72,10,2024.0,1.0,10.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,39.0,97.0,732.0,74.0,29.0,70.0,18.0,0.7142857142857143,170.85714285714286
116,We are Working On A Game #shorts #gamedev #indiedev #videogames,2023-08-05,1,0,11,250,1.4043,0,182,2.2,12,2023.0,8.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,155.0,39.0,97.0,732.0,74.0,29.0,70.0,0.5714285714285714,196.57142857142858
118,Meet shakira,2018-08-24,1,1,6,50,0.3707,0,1083,2.12,8,2018.0,8.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,250.0,155.0,39.0,97.0,732.0,74.0,29.0,0.5714285714285714,199.57142857142858
119,[TF2] - Demo Laughs At Sentry And Dies #shorts,2023-06-17,1,1,16,472,1.0267,0,3137,3.19,18,2023.0,6.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,50.0,250.0,155.0,39.0,97.0,732.0,74.0,0.5714285714285714,256.42857142857144
120,DKD and friends play Unturned ( Part 4 ),2016-07-05,1,2,5,50,3.11,0,221,4.07,8,2016.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,472.0,50.0,250.0,155.0,39.0,97.0,732.0,0.0,159.0
121,Genshin Impact Geo Hypostasis Speedrun,2023-05-18,1,0,3,143,1.5257,0,3658,3.14,4,2023.0,5.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,472.0,50.0,250.0,155.0,39.0,97.0,0.0,165.57142857142858
122,[TF2] - Never Let Them Know Your Next Move #shorts,2023-05-26,1,0,3,136,3.2909,0,109,0.0,4,2023.0,5.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,50.0,472.0,50.0,250.0,155.0,39.0,0.0,179.42857142857142
123,Sandman Guillotine Kill { TF2 },2016-03-04,1,0,5,63,0.0861,0,491,5.5,6,2016.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,143.0,50.0,472.0,50.0,250.0,155.0,0.0,166.28571428571428
124,HOLD UP !,2017-07-01,1,2,3,31,0.1181,0,148,2.7,6,2017.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,136.0,143.0,50.0,472.0,50.0,250.0,0.0,135.0
125,100 winstreak in Genshin Impact TCG #1,2023-04-29,1,3,4,55,1.2233,1,965,3.32,8,2023.0,4.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,63.0,136.0,143.0,50.0,472.0,50.0,0.14285714285714285,135.71428571428572
126,Just Tf2 moments VI,2018-09-08,1,1,10,194,5.3949,0,688,3.78,12,2018.0,9.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,31.0,63.0,136.0,143.0,50.0,472.0,0.14285714285714285,96.0
127,[TF2] - Loose Canon + Pan = Happy Noises #shorts,2023-05-24,1,1,4,103,0.3525,0,1234,2.27,6,2023.0,5.0,24.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,194.0,55.0,31.0,63.0,136.0,143.0,50.0,0.14285714285714285,103.57142857142857
128,Road to Godlike  Episode 1 ( offline gameplay ),2015-11-27,1,0,5,32,1.4738,0,153,1.96,6,2015.0,11.0,27.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0,194.0,55.0,31.0,63.0,136.0,143.0,0.14285714285714285,87.71428571428571
129,[TF2] - Flight Denied #shorts,2023-06-04,1,0,2,11,0.0241,0,105,2.86,3,2023.0,6.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,103.0,194.0,55.0,31.0,63.0,136.0,0.14285714285714285,69.85714285714286
130,[TF2] - Pan Power #shorts #tf2,2023-08-25,1,0,8,392,1.1855,0,1889,1.48,9,2023.0,8.0,25.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,32.0,103.0,194.0,55.0,31.0,63.0,0.14285714285714285,116.85714285714286
131,DKD VS THE ARMY //  Unturned Part  2,2016-04-22,1,2,11,48,1.7449,0,219,1.37,14,2016.0,4.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,392.0,11.0,32.0,103.0,194.0,55.0,31.0,0.14285714285714285,119.28571428571429
132,[SFM] Bouncing ball animation test,2019-08-07,1,0,5,120,0.1127,0,1410,4.96,6,2019.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,392.0,11.0,32.0,103.0,194.0,55.0,0.0,128.57142857142858
133,[TF2] - Meet The Juggler #shorts #tf2,2023-07-31,1,0,4,313,0.8568,1,83,3.61,5,2023.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,48.0,392.0,11.0,32.0,103.0,194.0,0.14285714285714285,145.57142857142858
134,donald duck iz a wamen hatr,2017-09-02,1,5,7,279,2.2826,0,1396,2.36,13,2017.0,9.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,120.0,48.0,392.0,11.0,32.0,103.0,0.14285714285714285,170.71428571428572
136,[TF2] - Quadruple Donks And I'm Still A Failure #shorts,2023-06-16,1,0,25,1662,5.9992,0,179,1.12,26,2023.0,6.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,279.0,313.0,120.0,48.0,392.0,11.0,32.0,0.14285714285714285,403.57142857142856
138,#DumbKingDoughnut #ThankYou Hello World,2018-09-15,1,0,10,139,1.595,1,1164,3.35,11,2018.0,9.0,15.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1662.0,279.0,313.0,120.0,48.0,392.0,11.0,0.2857142857142857,421.85714285714283
139,Someone toucha ma spaget,2018-05-24,1,0,3,69,0.8965,0,592,3.38,4,2018.0,5.0,24.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,139.0,1662.0,279.0,313.0,120.0,48.0,392.0,0.2857142857142857,375.7142857142857
140,REVENGE IS SWEET // Random TF2 Loadouts #2,2017-02-04,1,0,1,38,0.9764,0,142,3.52,2,2017.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,69.0,139.0,1662.0,279.0,313.0,120.0,48.0,0.2857142857142857,374.2857142857143
141,[SFM] ALL MIGHT IS HERE @Animation,2020-06-23,1,8,13,158,0.48,3,1292,7.51,22,2020.0,6.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,69.0,139.0,1662.0,279.0,313.0,120.0,0.7142857142857143,379.7142857142857
142,TF2 - Sky High [A Demoman Montage],2024-04-25,1,5,6,54,0.5252,1,1907,1.89,12,2024.0,4.0,25.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,158.0,38.0,69.0,139.0,1662.0,279.0,313.0,0.7142857142857143,342.7142857142857
144,AN EPIC HORROR GAME // Corpse Party Ch 1 Part 1,2016-05-02,1,0,6,67,1.1523,1,197,2.03,7,2016.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,54.0,158.0,38.0,69.0,139.0,1662.0,279.0,0.8571428571428571,312.42857142857144
145,2017 Drama in a nutshell,2017-09-11,1,1,2,105,0.5576,0,345,1.45,4,2017.0,9.0,11.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,67.0,54.0,158.0,38.0,69.0,139.0,1662.0,0.8571428571428571,90.0
146,{ TF2 } 5 Tips for improving your aim as Sniper,2016-12-04,1,0,6,196,4.783,0,1262,6.42,7,2016.0,12.0,4.0,6.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,105.0,67.0,54.0,158.0,38.0,69.0,139.0,0.7142857142857143,98.14285714285714
147,That's One Way To Get Rid Of Hilichurls | Genshin Impact #shorts #genshinimpact #funny,2023-07-06,1,1,37,1240,3.7732,5,195,2.05,39,2023.0,7.0,6.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,196.0,105.0,67.0,54.0,158.0,38.0,69.0,1.4285714285714286,265.42857142857144
148,Amazing Market Gardening kill (w/Demoman),2015-12-24,1,0,5,60,0.6979,0,112,0.0,6,2015.0,12.0,24.0,3.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,1240.0,196.0,105.0,67.0,54.0,158.0,38.0,1.4285714285714286,268.57142857142856
149,Vehemoth by DKD,2018-02-06,1,0,4,27,0.218,0,606,2.31,5,2018.0,2.0,6.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,60.0,1240.0,196.0,105.0,67.0,54.0,158.0,1.0,249.85714285714286
150,Meet the COCK heavy,2015-12-21,1,0,4,42,0.4845,0,385,3.38,5,2015.0,12.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,27.0,60.0,1240.0,196.0,105.0,67.0,54.0,0.8571428571428571,248.14285714285714
151,{ TF2 } The Dispenser Ritual,2016-12-25,1,0,2,11,0.091,0,173,1.73,3,2016.0,12.0,25.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,42.0,27.0,60.0,1240.0,196.0,105.0,67.0,0.7142857142857143,240.14285714285714
152,Classic sniper is classic //  Random TF2 loadouts,2016-10-07,1,0,3,50,0.6722,0,453,3.09,4,2016.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,42.0,27.0,60.0,1240.0,196.0,105.0,0.7142857142857143,232.28571428571428
153,[TF2] - Soldier Gets Denied #shorts #tf2,2023-07-03,1,0,16,693,1.7081,1,1920,1.09,17,2023.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,50.0,11.0,42.0,27.0,60.0,1240.0,196.0,0.8571428571428571,303.2857142857143
154,Where Did He Come From | Genshin Impact #genshinimpact  #shorts #funny,2023-06-11,1,0,42,1440,4.2618,1,169,1.78,43,2023.0,6.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,693.0,50.0,11.0,42.0,27.0,60.0,1240.0,0.2857142857142857,331.85714285714283
155,[TF2] - He Bowlin #shorts #tf2,2023-09-14,1,0,4,95,0.2891,0,61,1.64,5,2023.0,9.0,14.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1440.0,693.0,50.0,11.0,42.0,27.0,60.0,0.2857142857142857,336.85714285714283
156,I'M IN THE ZONE // Hot Throttle Part 1,2016-06-16,1,1,4,26,0.4652,0,174,1.15,6,2016.0,6.0,16.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,95.0,1440.0,693.0,50.0,11.0,42.0,27.0,0.2857142857142857,336.7142857142857
157,The Adventures of the Rocket Man {Trailer},2017-08-27,1,2,8,87,1.3001,0,541,0.74,11,2017.0,8.0,27.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,95.0,1440.0,693.0,50.0,11.0,42.0,0.2857142857142857,343.14285714285717
158,Just #tf2 Moments VIII,2023-06-11,1,0,0,60,1.0186,0,1776,2.25,1,2023.0,6.0,11.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,87.0,26.0,95.0,1440.0,693.0,50.0,11.0,0.2857142857142857,350.14285714285717
159,My army of wolves in Minecraft,2019-09-14,1,0,5,34,0.1363,0,835,2.63,6,2019.0,9.0,14.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,87.0,26.0,95.0,1440.0,693.0,50.0,0.2857142857142857,347.85714285714283
160,Just TF2 moments VII,2021-09-20,1,4,9,86,2.943,1,1041,4.51,14,2021.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,60.0,87.0,26.0,95.0,1440.0,693.0,0.2857142857142857,261.14285714285717
161,Meet the Demoman But He's in Genshin Impact,2023-12-23,1,3,30,619,7.0575,0,11306,4.61,34,2023.0,12.0,23.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,34.0,60.0,87.0,26.0,95.0,1440.0,0.14285714285714285,143.85714285714286
163,{ TF2 } My best sniper clips,2016-12-17,1,0,3,31,0.8574,0,178,2.25,4,2016.0,12.0,17.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,619.0,86.0,34.0,60.0,87.0,26.0,95.0,0.14285714285714285,134.71428571428572
165,Two Idiots Play Minecraft [Part 1],2020-08-05,0,1,5,40,1.0755,1,741,3.51,6,2020.0,8.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,619.0,86.0,34.0,60.0,87.0,26.0,0.0,136.71428571428572
166,[TF2] - Get Down Mr President #shorts,2023-06-07,0,1,9,470,1.6005,1,671,4.32,10,2023.0,6.0,7.0,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,31.0,619.0,86.0,34.0,60.0,87.0,0.14285714285714285,191.42857142857142
168,Sniper loses his mind,2015-11-21,0,1,4,53,0.1365,0,143,4.9,5,2015.0,11.0,21.0,5.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,470.0,40.0,31.0,619.0,86.0,34.0,60.0,0.14285714285714285,190.42857142857142
169,{ TF2 Crafting Cermony } H.H.H.H,2016-11-03,0,1,5,157,0.8962,2,913,8.87,6,2016.0,11.0,3.0,3.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,53.0,470.0,40.0,31.0,619.0,86.0,34.0,0.42857142857142855,208.0
170,PERVERT MORSHIGE // Corpse Party Ch.3 Part 2,2016-09-03,0,0,1,12,0.7297,0,172,3.49,1,2016.0,9.0,3.0,5.0,2.0,0.0,1.0,-1.0,0.0,0.0,1.0,157.0,53.0,470.0,40.0,31.0,619.0,86.0,0.2857142857142857,197.42857142857142
171,{ TF2 } DKD and Valdus VS Saxton Hale,2017-07-05,0,0,3,31,1.045,0,324,1.54,3,2017.0,7.0,5.0,2.0,0.0,2.0,0.0,1.0,-1.0,0.0,0.0,12.0,157.0,53.0,470.0,40.0,31.0,619.0,0.2857142857142857,113.42857142857143
172,[SFM] Sad Scout Animation Test,2019-08-08,0,0,6,110,0.1081,0,1377,4.21,6,2019.0,8.0,8.0,3.0,0.0,0.0,2.0,0.0,1.0,-1.0,0.0,31.0,12.0,157.0,53.0,470.0,40.0,31.0,0.2857142857142857,124.71428571428571
174,[TF2] - Flying Demoman #shorts,2023-05-24,0,0,14,1327,4.0286,0,815,1.35,14,2023.0,5.0,24.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,110.0,31.0,12.0,157.0,53.0,470.0,40.0,0.42857142857142855,308.57142857142856
175,Let's break some rules,2016-09-05,0,1,8,58,0.8807,0,414,2.17,9,2016.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1327.0,110.0,31.0,12.0,157.0,53.0,470.0,0.2857142857142857,249.71428571428572
176,Goofy Ahh Impact #shorts #genshinimpact #genshinmemes #genshinimpactedit,2024-03-04,0,0,2,4,0.0199,0,21,4.76,2,2024.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,58.0,1327.0,110.0,31.0,12.0,157.0,53.0,0.2857142857142857,242.71428571428572
177,Francesco burtalini #shorts #genshin #GenshinImpact #genshinimpact #memes  #gaming,2023-12-22,0,3,31,2497,5.6992,3,345,3.48,34,2023.0,12.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,58.0,1327.0,110.0,31.0,12.0,157.0,0.42857142857142855,577.0
178,#TF2 #DumbKingDoughnut FASTER THAN LIGHT BUT I NEED GAS,2020-07-31,0,2,3,43,1.5477,0,715,3.08,5,2020.0,7.0,31.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,4.0,58.0,1327.0,110.0,31.0,12.0,0.42857142857142855,581.4285714285714
179,WHO WILL DIE NEXT // Corpse Party CH.2 Part 2 ( End ),2016-08-17,0,0,2,15,0.1076,0,97,2.06,2,2016.0,8.0,17.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,2497.0,4.0,58.0,1327.0,110.0,31.0,0.42857142857142855,579.1428571428571
180,[TF2] - Another DoubleDonk Airshot #shorts #tf2,2023-08-04,0,0,6,710,2.1453,0,281,2.49,6,2023.0,8.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,43.0,2497.0,4.0,58.0,1327.0,110.0,0.42857142857142855,664.8571428571429
181,The AWPer Hand ( Live commentary ),2015-11-20,0,0,4,45,1.2246,0,368,4.89,4,2015.0,11.0,20.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,710.0,15.0,43.0,2497.0,4.0,58.0,1327.0,0.42857142857142855,481.7142857142857
182,Trying to complete the medic contract ( Team Fortress 2 Gameplay ),2015-11-11,0,0,5,20,0.4053,0,126,0.79,5,2015.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45.0,710.0,15.0,43.0,2497.0,4.0,58.0,0.42857142857142855,476.2857142857143
184,Lumine Gets Sent To The Backrooms | Genshin Impact #shorts #genshinimpact #funny,2023-06-13,0,0,11,295,0.7242,0,690,5.36,11,2023.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,45.0,710.0,15.0,43.0,2497.0,4.0,0.42857142857142855,517.8571428571429
185,Bro Wants To Start A Fight | Genshin Impact #shorts #genshinimpact #funny,2023-07-07,0,0,39,1518,5.137,5,88,2.27,39,2023.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,295.0,20.0,45.0,710.0,15.0,43.0,2497.0,0.7142857142857143,378.0
187,#history #palestine #memes #shorts #israel,2024-03-13,0,1,5,475,1.2491,1,61,4.92,6,2024.0,3.0,13.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.0,295.0,20.0,45.0,710.0,15.0,43.0,0.8571428571428571,439.7142857142857
188,[SFM] Scout Animation Test,2020-09-16,0,1,4,62,0.0688,1,942,3.61,5,2020.0,9.0,16.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,475.0,1518.0,295.0,20.0,45.0,710.0,15.0,1.0,446.42857142857144
189,When you see a thin boi in the streets,2020-08-31,0,4,7,56,0.0961,0,722,4.29,11,2020.0,8.0,31.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,62.0,475.0,1518.0,295.0,20.0,45.0,710.0,1.0,353.0
191,SO MUCH SUICIDE - Gear Up #2 ( w/ ValdusEZ ),2016-06-27,0,0,3,12,0.3024,0,106,2.83,3,2016.0,6.0,27.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,56.0,62.0,475.0,1518.0,295.0,20.0,45.0,1.0,348.2857142857143
192,NEW CHARACTERS ARRIVE // Corpse Party Ch.3 Part 3 ( End ),2016-09-14,0,0,2,9,0.0609,0,137,0.0,2,2016.0,9.0,14.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,12.0,56.0,62.0,475.0,1518.0,295.0,20.0,1.0,346.7142857142857
193,"[TF2] - Demo Pans 3 People, Chuckles And Then D1es #shorts #tf2",2023-08-07,0,0,23,1015,3.3126,2,200,2.0,23,2023.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,9.0,12.0,56.0,62.0,475.0,1518.0,295.0,1.2857142857142858,449.57142857142856
194,[TF2] - Two For One #shorts #tf2,2023-06-17,0,0,1,10,0.0464,0,190,2.11,1,2023.0,6.0,17.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,1015.0,9.0,12.0,56.0,62.0,475.0,1518.0,0.5714285714285714,234.14285714285714
195,What Disney thinks of Jake Paul,2017-08-31,0,0,4,149,0.6591,0,618,1.94,4,2017.0,8.0,31.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,10.0,1015.0,9.0,12.0,56.0,62.0,475.0,0.42857142857142855,187.57142857142858
197,Tf2 - How to annoy someone,2015-12-06,0,0,4,61,0.8325,1,268,8.21,4,2015.0,12.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,149.0,10.0,1015.0,9.0,12.0,56.0,62.0,0.42857142857142855,187.42857142857142
200,TWERKING ZOMBIES // Unturned Part 3,2016-05-08,0,0,5,31,0.9652,0,256,0.0,5,2016.0,5.0,8.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,61.0,149.0,10.0,1015.0,9.0,12.0,56.0,0.42857142857142855,183.85714285714286
201,How to die like a fool,2016-03-19,0,0,2,36,0.0583,0,343,1.75,2,2016.0,3.0,19.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,31.0,61.0,149.0,10.0,1015.0,9.0,12.0,0.42857142857142855,187.28571428571428
202,THIS HAS ESCALATED QUICKLY // Corpse Party Ch.4 Part 1,2016-10-23,0,0,2,19,0.3085,0,124,1.61,2,2016.0,10.0,23.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,36.0,31.0,61.0,149.0,10.0,1015.0,9.0,0.42857142857142855,188.71428571428572
203,NAOMI YOU BITCH!!  // Corpse Party Ch. 1 Part 2 ( End ),2016-06-22,0,0,2,19,0.0877,0,143,1.4,2,2016.0,6.0,22.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,19.0,36.0,31.0,61.0,149.0,10.0,1015.0,0.14285714285714285,46.42857142857143
204,Why was I away for a long time.........,2017-05-19,0,1,5,57,0.6448,0,129,3.1,6,2017.0,5.0,19.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,19.0,36.0,31.0,61.0,149.0,10.0,0.14285714285714285,53.142857142857146
